,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MSSubClass_2,MSSubClass_3,MSSubClass_4,MSSubClass_5,MSSubClass_6,MSSubClass_new,2ndFlrSF_2,2ndFlrSF_3,2ndFlrSF_4,OverallCond_2,OverallCond_3,OverallCond_4,OverallCond_5,OverallCond_6,OverallCond_7,age,SF_with_Bsmt,SF_wo_Bsmt,from_built_to_Remod,total_years,total_sqr,Total_Bathrooms,Total_porch_sf,TotRms,YearBuilt_cat,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,hasporch,hasalley,was_remod,is_new,SalePrice
410,20,RL,4.23410650459726,9.166597449028265,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,GasA,TA,Y,FuseA,1276,0,0,7.152268856032539,0.0,0,1,0,3,1,TA,5,Mod,0,No_Fireplace,Attchd,1958.0,Unf,1,350,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,6,2009,COD,Abnorml,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,9,27,81,243,729,2187,51,2552,1276,0,3916,1276,1.0,0.0,6.0,old,0,0,1,1,0,0,0,0,False,11.002099841204238
411,190,RL,4.61512051684126,10.453081864230466,Pave,No_alley,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,1056,GasA,TA,N,SBrkr,1056,0,0,6.963189985870238,0.6931471805599453,0,1,0,3,1,TA,5,Typ,0,No_Fireplace,Attchd,1955.0,Fin,2,572,TA,TA,Y,5.579729825986222,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,1,2006,WD,Normal,36100.0,6859000.0,1303210000.0,247609900000.0,247609900000.0,6895100,0,0,0,25,125,625,3125,15625,78125,51,2112,1056,0,3910,2112,1.6931471805599454,5.579729825986222,6.693147180559945,old,0,0,1,1,0,1,0,0,False,11.884489021402711
412,20,FV,4.310799125385514,8.390268497842571,Pave,No_alley,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,Y,SBrkr,1478,0,0,7.2991214627108,0.6931471805599453,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,484,TA,TA,Y,0.0,4.976733742420574,0.0,0,0,0,No_Pool,No_Fence,None,0,6,2010,New,Partial,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,1,2948,1478,0,4018,2056,3.6931471805599454,4.976733742420574,10.693147180559945,new_new,0,0,1,1,1,1,0,0,False,12.310432660854417
413,30,RM,4.04305126783455,9.10063710688422,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,GasA,Gd,Y,FuseA,1028,0,0,6.9363427358340495,0.0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,360,TA,TA,Y,0.0,0.0,4.875197323201151,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD,Normal,900.0,27000.0,810000.0,24300000.0,24300000.0,27900,0,0,0,36,216,1296,7776,46656,279936,60,2036,1028,23,3877,1028,1.0,4.875197323201151,6.0,old,0,0,1,1,1,1,1,1,False,11.652687407345388
414,60,RL,4.0943445622221,9.326254996572539,Pave,No_alley,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,GasA,Ex,Y,SBrkr,1080,1017,0,7.6487397889562425,0.0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3,678,TA,TA,Y,5.2832037287379885,5.236441962829949,0.0,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD,Normal,3600.0,216000.0,12960000.0,777600000.0,777600000.0,219600,1034289,1051871913,1069753735521,25,125,625,3125,15625,78125,15,3177,2097,0,3986,2678,4.0,10.519645691567938,13.0,new,0,1,1,1,1,1,0,0,False,12.337100907936577
415,20,RL,4.30406509320417,9.093806555720231,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,GasA,Ex,Y,SBrkr,1340,0,0,7.201170883281678,0.0,0,2,0,3,1,Gd,6,Typ,0,No_Fireplace,Attchd,2007.0,Fin,2,396,TA,TA,Y,4.61512051684126,3.4339872044851463,0.0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,0,2680,1340,0,4014,1364,2.0,8.049107721326406,8.0,new_new,0,0,1,1,0,1,0,0,True,12.106992367829498
416,60,RL,4.31748811353631,8.967631665167133,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,GasA,TA,Y,SBrkr,672,728,0,7.244941546337007,0.0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,3,2006,WD,Normal,3600.0,216000.0,12960000.0,777600000.0,777600000.0,219600,529984,385828352,280883040256,49,343,2401,16807,117649,823543,28,2072,1400,0,3956,1609,2.0,0.0,8.0,middle,0,1,1,1,1,0,0,0,False,11.915051671812877
417,70,RL,4.465908118654584,10.017753298664472,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,GasW,TA,N,FuseA,1370,1254,0,7.872836175025724,0.6931471805599453,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3,864,TA,TA,N,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD,Normal,4900.0,343000.0,24010000.0,1680700000.0,1680700000.0,347900,1572516,1971935064,2472806570256,36,216,1296,7776,46656,279936,57,3994,2624,32,3868,3752,3.6931471805599454,0.0,13.693147180559945,very_old,0,1,1,1,1,0,0,1,False,12.384218830913648
418,50,RL,4.110873864173311,9.007121989469242,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,GasA,Fa,N,FuseF,756,378,0,7.034387929915503,0.6931471805599453,0,1,1,3,1,TA,7,Typ,0,No_Fireplace,Detchd,1940.0,Unf,1,240,TA,TA,P,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD,AdjLand,2500.0,125000.0,6250000.0,312500000.0,312500000.0,127500,142884,54010152,20415837456,36,216,1296,7776,46656,279936,57,1890,1134,10,3890,1446,2.6931471805599454,0.0,9.693147180559945,old,0,1,1,1,0,0,0,1,False,11.744037185933616
419,20,RL,4.189654742026425,9.042040056544483,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,1056,GasA,Ex,Y,SBrkr,1056,0,0,6.963189985870238,0.6931471805599453,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1,304,TA,TA,Y,0.0,4.454347296253507,5.220355825078324,0,0,0,No_Pool,No_Fence,None,0,7,2010,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,36,216,1296,7776,46656,279936,42,2112,1056,0,3936,1831,1.6931471805599454,9.67470312133183,7.693147180559945,middle,0,0,1,1,1,1,0,0,False,11.863582336583399
420,90,RM,4.3694478524670215,8.862341963516347,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,GasA,Ex,Y,SBrkr,1344,0,0,7.20414929203594,1.0986122886681098,0,2,0,2,2,TA,8,Typ,0,No_Fireplace,Attchd,1997.0,Fin,4,784,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD,Alloca,8100.0,729000.0,65610000.0,5904900000.0,5904900000.0,737100,0,0,0,25,125,625,3125,15625,78125,10,2688,1344,1,3995,2653,3.09861228866811,0.0,11.098612288668111,new,0,0,1,1,0,0,0,1,False,12.237086699059343
421,20,RL,4.394449154672439,9.719324300862802,Pave,No_alley,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,GasA,Gd,Y,SBrkr,1602,0,0,7.3796321526095525,0.0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2,529,TA,TA,Y,5.484796933490655,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,49,343,2401,16807,117649,823543,9,3204,1602,23,3977,2848,3.0,5.484796933490655,11.0,middle,0,0,1,1,1,1,0,1,False,12.2783933071098
422,20,RL,4.61512051684126,9.987415012471414,Pave,No_alley,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,GasA,Ex,Y,FuseA,988,0,0,6.8966943316227125,0.0,0,1,0,2,1,TA,4,Typ,0,No_Fireplace,Attchd,1954.0,RFn,2,520,TA,TA,N,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,54,1976,988,0,3908,988,1.0,0.0,5.0,old,0,0,1,1,0,0,0,0,False,11.635143097694478
423,60,RL,4.394449154672439,9.127067452782361,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,GasA,Gd,Y,SBrkr,1470,1160,0,7.875119281040293,0.6931471805599453,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,696,TA,TA,Y,0.0,4.204692619390966,0.0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD,Normal,3600.0,216000.0,12960000.0,777600000.0,777600000.0,219600,1345600,1560896000,1810639360000,25,125,625,3125,15625,78125,10,4100,2630,0,3996,3616,3.6931471805599454,4.204692619390966,11.693147180559945,new,0,1,1,1,1,1,0,0,False,12.66032791780777
424,20,RL,4.290459441148391,9.105090961257085,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,GasA,Gd,Y,FuseA,1196,0,0,7.087573705557973,0.6931471805599453,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1,297,TA,TA,Y,0.0,3.8066624897703196,0.0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,52,2392,1196,0,3912,1812,1.6931471805599454,3.8066624897703196,7.693147180559945,old,0,0,1,1,1,1,0,0,False,11.842229212112828
425,60,RM,4.110873864173311,8.12533508671429,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,GasA,Gd,Y,SBrkr,707,682,0,7.237059026124737,0.0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1,240,TA,TA,P,0.0,0.0,4.844187086458591,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD,Normal,3600.0,216000.0,12960000.0,777600000.0,777600000.0,219600,465124,317214568,216340335376,64,512,4096,32768,262144,2097152,17,2040,1389,46,3938,1389,2.0,4.844187086458591,8.0,old,0,1,1,1,1,1,1,1,False,11.813030057420567
426,80,RL,4.212127597878484,9.45727857185611,Pave,No_alley,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,GasA,Gd,Y,SBrkr,1644,0,0,7.405495663199472,0.6931471805599453,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,569,TA,TA,Y,4.394449154672439,0.0,0.0,0,396,0,No_Pool,No_Fence,None,0,8,2009,WD,Normal,6400.0,512000.0,40960000.0,3276800000.0,3276800000.0,518400,0,0,0,25,125,625,3125,15625,78125,20,3162,1644,0,3978,3162,3.6931471805599454,400.39444915467243,8.693147180559945,new,0,0,1,1,1,1,0,0,False,12.524526376648708
427,20,RL,4.356708826689592,9.058819564334941,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,GasA,Ex,Y,SBrkr,907,0,0,6.811244378601294,0.0,0,1,0,3,1,TA,5,Typ,0,No_Fireplace,Detchd,1964.0,Unf,1,352,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,36,216,1296,7776,46656,279936,51,1814,907,0,3914,1195,1.0,0.0,6.0,old,0,0,1,1,0,0,0,0,False,11.59917655301345
428,20,RL,4.174387269895637,8.81922185757494,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,GasA,Ex,Y,SBrkr,1208,0,0,7.097548850614793,0.6931471805599453,0,2,0,2,1,Gd,6,Typ,0,No_Fireplace,Attchd,2007.0,RFn,2,628,TA,TA,Y,4.663439094112067,4.007333185232471,0.0,0,0,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,0,2416,1208,0,4014,1872,2.6931471805599454,8.670772279344538,8.693147180559945,new_new,0,0,1,1,0,1,0,0,True,12.182804018590819
429,20,RL,4.875197323201151,9.346443454968522,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,GasA,TA,Y,SBrkr,1412,0,0,7.253470382684528,0.6931471805599453,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2,576,TA,TA,Y,0.0,0.0,5.135798437050262,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,21,2804,1412,0,3976,2417,2.6931471805599454,5.135798437050262,8.693147180559945,new,0,0,1,1,1,1,0,0,False,12.072541252905651
430,160,RM,3.091042453358316,7.427144133408616,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,GasA,TA,Y,SBrkr,483,504,0,6.895682697747868,0.0,0,1,1,2,1,TA,4,Typ,0,No_Fireplace,Detchd,1971.0,Unf,1,264,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,7,2008,COD,Abnorml,25600.0,4096000.0,655360000.0,104857600000.0,104857600000.0,4121600,254016,128024064,64524128256,25,125,625,3125,15625,78125,37,1470,987,0,3942,1374,2.0,0.0,6.0,middle,0,1,1,1,0,0,0,0,False,11.355101379776661
431,50,RM,4.110873864173311,8.628197749459149,Pave,No_alley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,1088,110,0,7.089243155027514,0.0,0,1,0,4,1,TA,7,Typ,0,No_Fireplace,No_Garage,0.0,No_Garage,0,0,No_Garage,No_Garage,N,0.0,4.59511985013459,0.0,0,0,0,No_Pool,MnPrv,None,0,9,2008,ConLD,Abnorml,2500.0,125000.0,6250000.0,312500000.0,312500000.0,127500,12100,1331000,146410000,49,343,2401,16807,117649,823543,10,2099,1198,78,3918,1198,1.0,4.59511985013459,8.0,new_new,0,1,0,1,0,1,0,1,False,11.288531131754366
432,160,RM,3.2188758248682006,7.560601162768557,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,GasA,Ex,Y,SBrkr,765,600,0,7.2196420401307355,0.6931471805599453,0,1,1,2,1,TA,6,Min1,0,No_Fireplace,Detchd,1971.0,Unf,2,440,TA,TA,Y,5.484796933490655,3.6109179126442243,0.0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD,Normal,25600.0,4096000.0,655360000.0,104857600000.0,104857600000.0,4121600,360000,216000000,129600000000,25,125,625,3125,15625,78125,36,2130,1365,0,3942,1836,2.6931471805599454,9.095714846134879,8.693147180559945,middle,0,1,1,1,0,1,0,0,False,11.715866308966918
433,60,RL,4.61512051684126,9.290998274993637,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,Y,SBrkr,926,678,0,7.380879035564116,0.0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,TA,TA,Y,0.0,3.6109179126442243,0.0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD,Normal,3600.0,216000.0,12960000.0,777600000.0,777600000.0,219600,459684,311665752,211309379856,25,125,625,3125,15625,78125,10,2530,1604,1,3995,1604,3.0,3.6109179126442243,10.0,new,0,1,1,1,1,1,0,1,False,12.106252310247962
434,180,RM,3.091042453358316,7.544861068658458,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,GasA,Gd,Y,SBrkr,630,0,0,6.447305862541213,0.6931471805599453,0,1,0,1,1,TA,3,Typ,0,No_Fireplace,No_Garage,0.0,No_Garage,0,0,No_Garage,No_Garage,Y,4.48863636973214,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD,Normal,32400.0,5832000.0,1049760000.0,188956800000.0,188956800000.0,5864400,0,0,0,49,343,2401,16807,117649,823543,36,1260,630,0,3944,1125,1.6931471805599454,4.48863636973214,4.693147180559945,middle,0,0,0,1,0,1,0,0,False,11.302204433654575
435,60,RL,3.784189633918261,9.275003885301905,Pave,No_alley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,GasA,Ex,Y,SBrkr,827,834,0,7.415776975415394,0.6931471805599453,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,550,TA,TA,Y,5.0689042022202315,4.127134385045092,0.0,0,0,0,No_Pool,No_Fence,None,0,4,2009,ConLw,Normal,3600.0,216000.0,12960000.0,777600000.0,777600000.0,219600,695556,580093704,483798149136,36,216,1296,7776,46656,279936,13,2460,1661,0,3992,2390,3.6931471805599454,9.196038587265324,9.693147180559945,new,0,1,1,1,1,1,0,0,False,12.26434155365415
436,50,RM,3.713572066704308,8.38958706681109,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,734,384,0,7.020190708311925,0.0,0,1,0,2,1,TA,6,Typ,0,No_Fireplace,Detchd,1990.0,Unf,2,440,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD,Normal,2500.0,125000.0,6250000.0,312500000.0,312500000.0,127500,147456,56623104,21743271936,64,512,4096,32768,262144,2097152,56,1766,1118,30,3870,1118,1.0,0.0,7.0,new_new,0,1,1,1,0,0,0,1,False,11.661345470088502
437,45,RM,3.9318256327243257,8.699681400989514,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,Y,SBrkr,904,0,0,6.807934943699926,0.0,0,1,0,2,1,TA,4,Typ,0,No_Fireplace,Detchd,1926.0,Unf,1,180,TA,TA,Y,0.0,0.0,4.663439094112067,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD,Normal,2025.0,91125.0,4100625.0,184528125.0,184528125.0,93150,0,0,0,49,343,2401,16807,117649,823543,5,1788,904,78,3930,904,1.0,4.663439094112067,5.0,old,0,0,1,1,0,1,0,1,False,11.686878772093667
438,30,RL,3.713572066704308,8.361941906144946,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,N,SBrkr,694,0,0,6.543911845564792,0.0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352,Gd,TA,P,0.0,0.0,3.5553480614894135,0,0,0,No_Pool,MnPrv,None,0,3,2007,WD,Normal,900.0,27000.0,810000.0,24300000.0,24300000.0,27900,0,0,0,36,216,1296,7776,46656,279936,5,1134,694,89,3915,1059,1.0,3.5553480614894135,5.0,very_old,0,0,1,1,1,1,0,1,False,11.411446296020374
439,50,RL,4.219507705176107,9.42181611842271,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,7.087573705557973,0.0,0,1,0,3,1,Gd,7,Typ,0,No_Fireplace,Detchd,2005.0,Unf,2,528,TA,TA,Y,0.0,3.8501476017100584,0.0,0,0,0,No_Pool,GdPrv,Shed,800,8,2009,ConLI,Normal,2500.0,125000.0,6250000.0,312500000.0,312500000.0,127500,262144,134217728,68719476736,64,512,4096,32768,262144,2097152,9,1880,1196,80,3920,1196,1.0,3.8501476017100584,8.0,new_new,0,1,1,1,0,1,1,1,False,11.608235644774552
440,20,RL,4.663439094112067,9.644198554585564,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,GasA,Ex,Y,SBrkr,2402,0,0,7.784473235736469,0.6931471805599453,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,672,TA,TA,Y,0.0,4.290459441148391,0.0,0,170,0,No_Pool,No_Fence,None,0,4,2009,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,1,5496,2402,0,4016,4708,2.6931471805599454,174.29045944114839,12.693147180559945,new_new,0,0,1,1,1,1,0,0,False,13.226723392728571
